[17:21:26.1791] [INFO] -------> 重置->狀態 : idle 
[17:21:26.2021] [INFO] -------> Host進入靜默模式 -> Host狀態 : silence 
[17:21:26.3163] [INFO] -------> 目前在silenceMode方法中 -> 狀態 : silence -> 發送ID : 130接收ID : 131 
[17:21:28.6367] [INFO] -------> 發送握手命令System.Byte[] 
[17:21:28.6367] [INFO] -------> 發送握手命令System.Byte[] 
[17:21:28.6427] [INFO] -------> 收到發送命令 :26 
[17:21:28.6427] [INFO] -------> 收到發送命令 :26 
[17:21:28.7073] [INFO] -------> 第一次寫入, 收到發送命令 :0 是正常現象, current_count = 0 與 otherCmdWriteTimes =1  代表確實第一次寫入 -->實際current_count = 0, 實際otherCmdWriteTimes = 1次, 收到的發送命令是 : 27!!  
[17:21:28.7073] [INFO] -------> 收到發送命令 :27, 目前寫到第 : 0包 
[17:21:35.8839] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 51包 
[17:21:36.0103] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 52包 
[17:21:36.1981] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 53包 
[17:21:36.3226] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 54包 
[17:21:36.4474] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 55包 
[17:21:36.5733] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 56包 
[17:21:36.6987] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 57包 
[17:21:36.8854] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 58包 
[17:21:37.0104] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 59包 
[17:21:37.1959] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 60包 
[17:21:37.3827] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 61包 
[17:21:37.5714] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 62包 
[17:21:37.7598] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 63包 
[17:21:37.9459] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 64包 
[17:21:38.2108] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 65包 
[17:21:38.3825] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 66包 
[17:21:38.5674] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 67包 
[17:21:38.6929] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 68包 
[17:21:38.8193] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 69包 
[17:21:39.1579] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 70包 
[17:21:39.4386] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 71包 
[17:21:39.5773] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 72包 
[17:21:39.7184] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 73包 
[17:21:39.8907] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 74包 
[17:21:40.0150] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 75包 
[17:21:40.1405] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 76包 
[17:21:40.2674] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 77包 
[17:21:40.3802] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 78包 
[17:21:40.5713] [INFO] -------> 程式成功 
[17:21:40.5713] [INFO] ------->  
[17:34:26.6337] [INFO] -------> 重置->狀態 : idle 
[17:34:26.6546] [INFO] -------> Host進入靜默模式 -> Host狀態 : silence 
[17:34:26.7681] [INFO] -------> 目前在silenceMode方法中 -> 狀態 : silence -> 發送ID : 130接收ID : 131 
[17:34:28.1780] [INFO] -------> 發送握手命令System.Byte[] 總共 78 包 
[17:34:28.1905] [INFO] -------> 收到發送命令 :26 
[17:34:28.2384] [INFO] -------> 第一次寫入, 收到發送命令 :0 是正常現象, current_count = 0 與 otherCmdWriteTimes =1  代表確實第一次寫入 -->實際current_count = 0, 實際otherCmdWriteTimes = 1次, 收到的發送命令是 : 0!!  
[17:34:28.2384] [INFO] -------> 收到發送命令 :0, 目前寫到第 : 0包 
[17:34:28.4726] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 1包 
[17:34:28.5953] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 2包 
[17:34:28.7213] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 3包 
[17:34:28.8300] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 4包 
[17:34:28.9716] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 5包 
[17:34:29.0793] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 6包 
[17:34:29.2204] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 7包 
[17:34:29.3461] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 8包 
[17:34:29.4685] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 9包 
[17:34:29.5953] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 10包 
[17:34:29.7202] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 11包 
[17:34:29.9074] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 12包 
[17:34:30.0927] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 13包 
[17:34:30.2799] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 14包 
[17:34:30.4663] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 15包 
[17:34:30.6543] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 16包 
[17:34:30.8418] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 17包 
[17:34:31.0283] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 18包 
[17:34:31.2127] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 19包 
[17:34:31.3377] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 20包 
[17:34:31.4604] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 21包 
[17:34:31.6019] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 22包 
[17:34:31.7131] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 23包 
[17:34:31.8384] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 24包 
[17:34:31.9644] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 25包 
[17:34:32.0904] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 26包 
[17:34:32.2143] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 27包 
[17:34:32.3384] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 28包 
[17:34:32.4632] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 29包 
[17:34:32.6025] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 30包 
[17:34:32.7093] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 31包 
[17:34:32.8494] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 32包 
[17:34:32.9714] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 33包 
[17:34:33.0930] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 34包 
[17:34:33.2174] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 35包 
[17:34:33.3426] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 36包 
[17:34:33.4693] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 37包 
[17:34:33.5916] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 38包 
[17:34:33.7183] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 39包 
[17:34:33.8452] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 40包 
[17:34:33.9705] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 41包 
[17:34:34.1093] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 42包 
[17:34:34.2193] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 43包 
[17:34:34.3458] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 44包 
[17:34:34.4715] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 45包 
[17:34:34.5969] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 46包 
[17:34:34.7204] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 47包 
[17:34:34.8445] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 48包 
[17:34:35.0314] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 49包 
[17:34:35.2174] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 50包 
[17:34:35.3559] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 51包 
[17:34:35.5299] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 52包 
[17:34:35.7174] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 53包 
[17:34:35.9034] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 54包 
[17:34:36.0893] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 55包 
[17:34:36.2754] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 56包 
[17:34:36.4636] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 57包 
[17:34:36.5884] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 58包 
[17:34:36.7753] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 59包 
[17:34:36.9004] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 60包 
[17:34:37.0890] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 61包 
[17:34:37.2744] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 62包 
[17:34:37.4614] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 63包 
[17:34:37.5888] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 64包 
[17:34:37.7773] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 65包 
[17:34:37.9013] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 66包 
[17:34:38.0874] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 67包 
[17:34:38.2113] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 68包 
[17:34:38.3384] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 69包 
[17:34:38.4623] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 70包 
[17:34:38.5873] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 71包 
[17:34:38.7754] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 72包 
[17:34:38.9022] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 73包 
[17:34:39.0911] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 74包 
[17:34:39.2744] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 75包 
[17:34:39.3996] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 76包 
[17:34:39.5863] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 77包 
[17:34:39.7129] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 78包 
[17:34:39.9016] [INFO] -------> 程式成功 
[17:34:39.9016] [INFO] ------->  
[17:36:04.4481] [INFO] -------> 重置->狀態 : idle 
[17:36:04.4700] [INFO] -------> Host進入靜默模式 -> Host狀態 : silence 
[17:36:04.5974] [INFO] -------> 目前在silenceMode方法中 -> 狀態 : silence -> 發送ID : 130接收ID : 131 
[17:36:06.0113] [INFO] -------> 發送握手命令, 總共 78 包 
[17:36:06.0173] [INFO] -------> 收到發送命令 :26 
[17:36:06.0811] [INFO] -------> 第一次寫入, 收到發送命令 :0 是正常現象, current_count = 0 與 otherCmdWriteTimes =1  代表確實第一次寫入 -->實際current_count = 0, 實際otherCmdWriteTimes = 1次, 收到的發送命令是 : 0!!  
[17:36:06.0811] [INFO] -------> 收到發送命令 :0, 目前寫到第 : 0包 
[17:36:06.2999] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 1包 
[17:36:06.4084] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 2包 
[17:36:06.5324] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 3包 
[17:36:06.7325] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 4包 
[17:36:06.9153] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 5包 
[17:36:07.1028] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 6包 
[17:36:07.3011] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 7包 
[17:36:07.4874] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 8包 
[17:36:07.6603] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 9包 
[17:36:07.7995] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 10包 
[17:36:07.9728] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 11包 
[17:36:08.0983] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 12包 
[17:36:08.2403] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 13包 
[17:36:08.3503] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 14包 
[17:36:08.4925] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 15包 
[17:36:08.6013] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 16包 
[17:36:08.7433] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 17包 
[17:36:08.8535] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 18包 
[17:36:08.9791] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 19包 
[17:36:09.1040] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 20包 
[17:36:09.2289] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 21包 
[17:36:09.3546] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 22包 
[17:36:09.4782] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 23包 
[17:36:09.6042] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 24包 
[17:36:09.7284] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 25包 
[17:36:09.8526] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 26包 
[17:36:09.9773] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 27包 
[17:36:10.1650] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 28包 
[17:36:10.2893] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 29包 
[17:36:10.4913] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 30包 
[17:36:10.6023] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 31包 
[17:36:10.7273] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 32包 
[17:36:10.9155] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 33包 
[17:36:11.0421] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 34包 
[17:36:11.2283] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 35包 
[17:36:11.3513] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 36包 
[17:36:11.4761] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 37包 
[17:36:11.6023] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 38包 
[17:36:11.7403] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 39包 
[17:36:11.8513] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 40包 
[17:36:11.9790] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 41包 
[17:36:12.1655] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 42包 
[17:36:12.2914] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 43包 
[17:36:12.4784] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 44包 
[17:36:12.6661] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 45包 
[17:36:12.7913] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 46包 
[17:36:12.9783] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 47包 
[17:36:13.1653] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 48包 
[17:36:13.3536] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 49包 
[17:36:13.4797] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 50包 
[17:36:13.6669] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 51包 
[17:36:13.7933] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 52包 
[17:36:13.9803] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 53包 
[17:36:14.1684] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 54包 
[17:36:14.3556] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 55包 
[17:36:14.4815] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 56包 
[17:36:14.6701] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 57包 
[17:36:14.8605] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 58包 
[17:36:15.0443] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 59包 
[17:36:15.1714] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 60包 
[17:36:15.2971] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 61包 
[17:36:15.4233] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 62包 
[17:36:15.5450] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 63包 
[17:36:15.6702] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 64包 
[17:36:15.8524] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 65包 
[17:36:15.9771] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 66包 
[17:36:16.1037] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 67包 
[17:36:16.2283] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 68包 
[17:36:16.3533] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 69包 
[17:36:16.4793] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 70包 
[17:36:16.6060] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 71包 
[17:36:16.7325] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 72包 
[17:36:16.8584] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 73包 
[17:36:16.9996] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 74包 
[17:36:17.1074] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 75包 
[17:36:17.2313] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 76包 
[17:36:17.3584] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 77包 
[17:36:17.4830] [INFO] -------> 收到發送命令 :42, 目前寫到第 : 78包 
[17:36:17.6739] [INFO] -------> 程式成功 
[17:36:17.6739] [INFO] ------->  
